   80   80
    nn     x     y    ss   oprev dprev   odist     ddist     oarea     darea  tareadiff
  4564     4    58   6.0  4565  4645     65467     16493     39460      -260       980
  4565     5    58   5.0  4566  4646     64092     15436     39240       -55       965
  4566     6    58   4.0  4567  4567     62967     14456     39020      -235       565
  4567     7    58   2.0  4648  4648     62217     13706     38800       -15       565
  4568     8    58   3.0  4649  4729     61967     13488     38595       195       570
  4569     9    58   3.0  4570  4649     61637     13356     40510       405      2695
  4570    10    58   3.0  4491  4649     60887     13646     40290       620      2690
  4571    11    58   4.0  4412  4651     60394     13777     40060       715      2555
  4572    12    58   4.0  4492  4651     60104     14118     39815       930      2525
  4573    13    58   4.0  4655  4653     59113     14383     37660      1030       470
  4574    14    58   4.0  4655  4654     58322     14589     37445      1230       455
  4575    15    58   6.0  4657  4734     57487     15239     37310      1435       525
  4576    16    58   4.0  4657  4657     56342     14199     37095      1190        65
  4577    17    58   4.0  4578  4657     55711     13858     36905      1405        90
  4578    18    58   4.0  4579  4737     54711     14130     36685      1615        80
  4579    19    58   4.0  4580  4740     53711     14373     36465      1770        15
  4580    20    58   2.0  4501  4660     52961     13961     36245      1980         5
  4581    21    58   2.0  4422  4740     52603     14233     36015      2190        15
  4582    22    58   2.0  4502  4581     52468     14733     35770      2410        40
  4583    23    58   4.0  4503  4582     52850     15483     35530      2630        60
  4584    24    58   6.0  4423  4583     53446     16733     35300      2850        70
  4585    25    58   6.0  4505  4664     54195     18000     34990      3025       205
  4586    26    58   5.0  4506  4665     54151     18599     34750      3235       235
  4587    27    58   5.0  4506  4665     54616     19778     34525      3450       245
  4588    28    58   6.0  4507  4667     55472     20995     34280      3655       285
  4589    29    58   6.0  4508  4667     56587     22307     34030      3870       320
  4590    30    58   5.0  4510  4508     56877     23442     29905      4280      4035
  4591    31    58   6.0  4592  4509     55909     24692     26605      4510      7105
  4592    32    58   5.0  4593  4670     54534     26057     26385      4500      7335
  4593    33    58   4.0  4594  4673     53409     26953     26165      4165      7890
  4594    34    58   2.0  4515  4753     52659     26740     25945      4375      7900
  4595    35    58   4.0  4596  4674     52028     27354     25580      4585      8055
  4596    36    58   4.0  4518  4674     51028     28229     25360      4800      8060
  4597    37    58   4.0  4518  4596     50169     29229     25135      5020      8065
  4598    38    58   3.0  4439  4677     49635     29943     24905      5215      8100
  4599    39    58   4.0  4440  4677     49459     30560     24655      5430      8135
  4600    40    58   4.0  4601  4678     48784     31464     23195      5640      9385
  4601    41    58   2.0  4522  4680     48034     32032     22975      5845      9400
  4602    42    58   3.0  4522  4680     47921     32530     22750      6060      9410
  4603    43    58   3.0  4444  4602     47965     33280     22475      6280      9465
  4604    44    58   3.0  4524  4603     47759     34030     22245      6500      9475
  4605    45    58   4.0  4525  4604     47697     34905     21980      6720      9520
  4606    46    58   4.0  4526  4605     47521     35905     21680      6940      9600
  4607    47    58   4.0  4527  4606     47300     36905     21440      7160      9620
  4608    48    58   5.0  4528  4607     47646     38030     21200      7380      9640
  4609    49    58   5.0  4529  4608     47557     39280     20920      7600      9700
  4610    50    58   6.0  4449  4609     47932     40655     20690      7820      9710
  4611    51    58   2.0  4450  4530     47885     41102     20440     10095      7685
  4612    52    58   3.0  4451  4530     48105     41672     20035     10320      7865
  4613    53    58   4.0  4532  4532     48559     42370     19805     10580      7835
  4614    54    58   4.0  4534  4532     49420     43250     19280     10805      8135
  4615    55    58   3.0  4535  4614     49089     44125     12905     11025     14290
  4616    56    58   4.0  4455  4534     49560     45000     12675     11265     14280
  4617    57    58   4.0  4618  4616     49789     46000     11440     11485     15295
  4618    58    58   4.0  4538  4617     48789     47000     11220     11705     15295
  4619    59    58   4.0  4540  4618     48506     48000      9990     11925     16305
  4620    60    58   4.0  4461  4539     48134     48829      9760     12625     15835
  4621    61    58   4.0  4462  4539     47983     49548      9510     12850     15860
  4622    62    58   4.0  4463  4540     47459     50424      9235     13100     15885
  4623    63    58   4.0  4464  4622     47223     51424      8985     13320     15915
  4624    64    58   4.0  4544  4623     46987     52424      8755     13540     15925
  4625    65    58   4.0  4464  4624     47223     53424      8525     13760     15935
  4626    66    58   4.0  4546  4625     47127     54424      8215     13980     16025
  4627    67    58   3.0  4547  4545     46848     55299      7965     14250     16005
  4628    68    58   2.0  4467  4546     46900     55880      7735     14480     16005
  4629    69    58   4.0  4549  4628     47162     56630      7045     14700     16475
  4630    70    58   5.0  4551  4629     47725     57755      6760     14920     16540
  4631    71    58   4.0  4551  4630     47139     58880      6535     15140     16545
  4632    72    58   5.0  4552  4631     47566     60005      6265     15360     16595
  4633    73    58   3.0  4553  4632     47287     61005      6015     15580     16625
  4634    74    58   4.0  4473  4712     47648     61751      5785     15755     16680
  4635    75    58   4.0  4555  4713     48181     62641      5475     15965     16780
  4636    76    58   4.0  4475  4635     48589     63641      5240     16185     16795
  4637    77    58   3.0  4556  4636     49180     64516      5010     16405     16805
  4638    78    58   6.0  4637  4637     50305     65641      4790     16625     16805
  4639    79    58   6.0  4478  4478     51162     66661      4440     21810     11970
  4640    80    58   6.0  4559  4559     52057     67556      4210     22040     11970
  4641     1    59   2.0  4721  4721     68724     15175     39245      -470       555
  4642     2    59   6.0  4643  4721     68052     16073     39815      -265      1330
  4643     3    59   6.0  4644  4724     66552     16120     39605      -320      1065
  4644     4    59   5.0  4645  4805     65177     15418     39395      -185       990
  4645     5    59   4.0  4727  4727     64052     14726     39185       -45       920
  4646     6    59   4.0  4727  4727     63187     13861     38980       160       920
  4647     7    59   4.0  4648  4727     62214     13520     38795       365       940
  4648     8    59   2.0  4730  4729     61464     12953     38585       200       565
  4649     9    59   2.0  4730  4729     61084     12731     38380       405       565
  4650    10    59   4.0  4731  4809     60875     13128     38180       605       565
  4651    11    59   2.0  4732  4731     60320     13027     37985       715       480
  4652    12    59   4.0  4734  4731     59861     13587     37815       920       515
  4653    13    59   4.0  4654  4733     58877     13383     37650      1030       460
  4654    14    59   4.0  4655  4813     57877     13589     37440      1230       450
  4655    15    59   4.0  4737  4734     56877     14138     37230      1430       440
  4656    16    59   4.0  4737  4737     55960     13632     37025      1200         5
  4657    17    59   2.0  4658  4737     55251     13108     36880      1405        65
  4658    18    59   3.0  4659  4737     54626     13455     36670      1610        60
  4659    19    59   3.0  4580  4740     53876     13574     36460      1775        15
  4660    20    59   3.0  4501  4740     53480     13336     36240      1980         0
  4661    21    59   4.0  4581  4740     53353     13735     36015      2185        20
  4662    22    59   3.0  4582  4740     53093     14373     35770      2390        60
  4663    23    59   4.0  4582  4662     53544     15248     35555      2600        65
  4664    24    59   4.0  4583  4663     54295     16248     35315      2810        95
  4665    25    59   3.0  4584  4664     55052     17123     35085      3020       115
  4666    26    59   6.0  4586  4665     55526     18248     34750      3230       240
  4667    27    59   3.0  4506  4666     55401     19373     34530      3440       250
  4668    28    59   6.0  4667  4667     56526     20498     34320      3650       250
  4669    29    59   5.0  4588  4668     57432     21873     34065      3860       295
  4670    30    59   5.0  4671  4669     57454     23123     26805      4070      7345
  4671    31    59   5.0  4593  4750     56204     24300     26595      3840      7785
  4672    32    59   6.0  4594  4751     54895     25378     26375      4025      7820
  4673    33    59   4.0  4594  4753     53735     25953     26160      4165      7895
  4674    34    59   3.0  4596  4753     53124     26133     25790      4370      8060
  4675    35    59   4.0  4597  4674     52405     27008     25565      4580      8075
  4676    36    59   4.0  4597  4675     51567     28008     25350      4790      8080
  4677    37    59   3.0  4598  4676     50695     28883     25120      5000      8100
  4678    38    59   2.0  4598  4677     50260     29508     24905      5210      8105
  4679    39    59   4.0  4680  4678     49808     30258     23400      5420      9400
  4680    40    59   3.0  4601  4679     48933     31133     23190      5630      9400
  4681    41    59   2.0  4601  4680     48534     31758     22975      5840      9405
  4682    42    59   4.0  4602  4681     48796     32508     22750      6050      9420
  4683    43    59   4.0  4524  4682     48840     33508     22465      6260      9495
  4684    44    59   4.0  4604  4602     48634     34486     22245      6490      9485
  4685    45    59   4.0  4605  4603     48697     35236     21980      6710      9530
  4686    46    59   4.0  4606  4604     48521     36126     21680      6930      9610
  4687    47    59   6.0  4607  4686     48550     37376     21440      7140      9640
  4688    48    59   6.0  4527  4607     48955     38688     21220      7375      9625
  4689    49    59   5.0  4609  4607     48807     39700     20920      7590      9710
  4690    50    59   5.0  4611  4608     49153     40825     20655      7810      9755
  4691    51    59   3.0  4611  4611     48510     41727     20440     10095      7685
  4692    52    59   4.0  4611  4611     48945     42162     20225     10310      7685
  4693    53    59   4.0  4532  4611     49299     42918     19810     10525      7885
  4694    54    59   2.0  4613  4613     49650     43461     19590     10795      7835
  4695    55    59   3.0  4615  4694     49839     44086     12905     11005     14310
  4696    56    59   4.0  4535  4695     50295     44961     12685     11215     14320
  4697    57    59   4.0  4538  4696     50010     45961     11440     11425     15355
  4698    58    59   4.0  4618  4697     49789     46961     11220     11635     15365
  4699    59    59   4.0  4540  4698     49365     47961      9985     11845     16390
  4700    60    59   4.0  4620  4699     49134     48961      9760     12055     16405
  4701    61    59   4.0  4542  4700     48805     49961      9485     12265     16470
  4702    62    59   4.0  4543  4701     48459     50961      9215     12475     16530
  4703    63    59   4.0  4544  4621     48223     51784      8975     13280     15965
  4704    64    59   4.0  4624  4622     47987     52660      8755     13530     15935
  4705    65    59   4.0  4544  4623     48223     53660      8535     13750     15935
  4706    66    59   4.0  4547  4624     48054     54660      8185     13970     16065
  4707    67    59   2.0  4627  4625     47473     55380      7965     14190     16065
  4708    68    59   4.0  4628  4707     47650     56130      7735     14400     16085
  4709    69    59   3.0  4628  4628     47830     56810      7520     14695     16005
  4710    70    59   4.0  4551  4709     48500     57685      6755     14905     16560
  4711    71    59   5.0  4631  4710     48264     58810      6535     15115     16570
  4712    72    59   4.0  4551  4711     48500     59935      6315     15325     16580
  4713    73    59   2.0  4633  4712     47912     60685      6015     15535     16670
  4714    74    59   4.0  4553  4713     48508     61435      5795     15745     16680
  4715    75    59   4.0  4554  4794     49025     62390      5550     14800     17870
  4716    76    59 999.0     0     0  99999999  99999999         0         0     99999
  4717    77    59 999.0     0     0  99999999  99999999         0         0     99999
  4718    78    59   4.0  4557  4557     51064     66563      4735     21515     11970
  4719    79    59   4.0  4637  4637     51555     66891      4580     16835     16805
  4720    80    59   7.0  4719  4719     52930     68266      4370     17045     16805
  4721     1    60   2.0  4801  4801     68224     14675     39245      -470       555
  4722     2    60   5.0  4723  4801     67721     15448     39775      -275      1280
  4723     3    60   6.0  4724  4884     66346     15021     39575      -305      1050
  4724     4    60   4.0  4725  4804     65096     14337     39375      -115      1040
  4725     5    60   5.0  4726  4886     63971     13918     39175         5       960
  4726     6    60   4.0  4727  4887     62846     13381     38975       175       930
  4727     7    60   2.0  4728  4807     62096     12770     38775       365       920
  4728     8    60   3.0  4729  4809     61471     12630     38575       210       565
  4729     9    60   2.0  4730  4809     60846     12231     38375       405       560
  4730    10    60   2.0  4731  4809     60346     12469     38175       600       555
  4731    11    60   2.0  4813  4811     59846     12527     37975       715       470
  4732    12    60   4.0  4813  4813     59260     12724     37780       835       395
  4733    13    60   4.0  4734  4813     58625     12383     37605      1030       415
  4734    14    60   4.0  4816  4813     57625     12724     37405      1225       410
  4735    15    60   4.0  4736  4894     56686     13144     37220      1395       395
  4736    16    60   4.0  4737  4737     55686     13358     37020      1205         5
  4737    17    60   1.0  4818  4818     55061     12733     36820      1405         5
  4738    18    60   3.0  4659  4818     54936     12802     36665      1600        45
  4739    19    60   3.0  4740  4898     54480     12890     36440      1790        10
  4740    20    60   1.0  4660  4819     53980     12836     36240      1980         0
  4741    21    60   3.0  4582  4740     54145     13336     35980      2180        60
  4742    22    60   4.0  4662  4741     53968     14211     35770      2380        70
  4743    23    60   6.0  4582  4742     54564     15461     35560      2580        80
  4744    24    60   6.0  4663  4743     55311     16961     35350      2780        90
  4745    25    60   6.0  4664  4664     56047     18000     35110      3015        95
  4746    26    60   6.0  4665  4665     56689     18760     34880      3225       115
  4747    27    60   4.0  4667  4665     56276     19778     34530      3430       260
  4748    28    60   3.0  4667  4666     56524     20484     34325      3640       255
  4749    29    60   6.0  4748  4748     57649     21609     34125      3840       255
  4750    30    60   5.0  4751  4829     57429     22533     26595      3635      7990
  4751    31    60   5.0  4752  4830     56179     23450     26395      3820      8005
  4752    32    60   5.0  4753  4830     54929     24623     26195      4015      8010
  4753    33    60   2.0  4674  4912     54054     25203     25995      4165      8060
  4754    34    60   4.0  4675  4833     53834     25876     25770      4355      8095
  4755    35    60   6.0  4756  4754     52896     27126     25525      4555      8140
  4756    36    60   3.0  4677  4834     51771     28138     25325      4735      8160
  4757    37    60   3.0  4598  4756     51172     28888     25115      4935      8170
  4758    38    60   4.0  4678  4757     51010     29763     24905      5135      8180
  4759    39    60   4.0  4680  4678     50170     30599     23395      5415      9410
  4760    40    60   3.0  4601  4678     49431     31324     23185      5620      9415
  4761    41    60   4.0  4681  4760     49284     32199     22975      5820      9425
  4762    42    60   5.0  4681  4681     49787     33011     22770      6045      9405
  4763    43    60   4.0  4683  4681     49840     33854     22465      6250      9505
  4764    44    60   4.0  4684  4682     49634     34744     22245      6460      9515
  4765    45    60   4.0  4685  4683     49697     35744     21980      6670      9570
  4766    46    60   4.0  4686  4685     49521     36650     21680      6915      9625
  4767    47    60   5.0  4687  4685     49925     37611     21440      7120      9660
  4768    48    60   6.0  4607  4767     50374     38986     21230      7320      9670
  4769    49    60   5.0  4689  4768     50057     40361     20920      7520      9780
  4770    50    60   4.0  4691  4689     49778     41306     20645      7795      9780
  4771    51    60   4.0  4691  4689     49385     42215     20440      8000      9780
  4772    52    60   3.0  4611  4611     49562     42779     20230     10305      7685
  4773    53    60   5.0  4612  4692     50341     43721     19825     10515      7880
  4774    54    60   6.0  4694  4694     50650     44461     19590     10795      7835
  4775    55    60   6.0  4695  4694     50964     44890     12905     11000     14315
  4776    56    60   4.0  4615  4695     51045     45370     12695     11210     14315
  4777    57    60   4.0  4697  4695     51010     46182     11440     11415     15365
  4778    58    60   4.0  4619  4777     50742     47182     10200     11615     16405
  4779    59    60   4.0  4699  4778     50365     48182      9985     11815     16420
  4780    60    60   5.0  4700  4779     50259     49307      9760     12015     16445
  4781    61    60   4.0  4622  4699     49695     50336      9445     12255     16520
  4782    62    60   5.0  4702  4700     49584     51336      9215     12465     16540
  4783    63    60   4.0  4624  4701     49223     52336      8965     12675     16580
  4784    64    60   4.0  4704  4702     48987     53197      8755     12885     16580
  4785    65    60   4.0  4624  4703     49223     54020      8545     13690     15985
  4786    66    60   4.0  4707  4704     48564     54896      8170     13940     16110
  4787    67    60   4.0  4707  4705     48223     55896      7965     14160     16095
  4788    68    60   4.0  4707  4707     48564     56471      7760     14395     16065
  4789    69    60   4.0  4709  4707     48705     57336      7520     14600     16100
  4790    70    60   7.0  4709  4709     49566     58546      7315     14900     16005
  4791    71    60   4.0  4711  4870     49389     59159      6535     14050     17635
  4792    72    60   4.0  4713  4870     48988     59956      6220     14245     17755
  4793    73    60   3.0  4713  4872     48537     60686      6015     14430     17775
  4794    74    60   3.0  4713  4873     48827     61137      5810     14595     17815
  4795    75    60   4.0  4794  4873     49702     61769      5610     14790     17820
  4796    76    60 999.0     0     0  99999999  99999999         0         0     99999
  4797    77    60 999.0     0     0  99999999  99999999         0         0     99999
  4798    78    60   4.0  4718  4878     52064     67313      4735     15320     18165
  4799    79    60   4.0  4718  4958     52478     67578      4530     15510     18180
  4800    80    60   7.0  4719  4879     53499     68651      4375     15705     18140
  4801     1    61   3.0  4881  4881     67599     14050     39245      -470       555
  4802     2    61   5.0  4883  4883     66997     14571     39245      -465       560
  4803     3    61   6.0  4884  4964     66020     13837     39070      -285       565
  4804     4    61   5.0  4884  4884     65378     13212     38885      -115       550
  4805     5    61   5.0  4727  4966     64332     12763     39165        15       960
  4806     6    61   5.0  4727  4886     63349     12373     38970       195       945
  4807     7    61   4.0  4729  4887     62662     12020     38765       365       910
  4808     8    61   4.0  4730  4888     61743     12364     38565       315       660
  4809     9    61   2.0  4730  4970     61084     11731     38370       405       555
  4810    10    61   4.0  4731  4890     60906     11790     38170       585       535
  4811    11    61   4.0  4812  4891     59919     11777     37965       715       460
  4812    12    61   4.0  4813  4892     58919     11880     37775       865       420
  4813    13    61   2.0  4814  4893     58169     11633     37585      1030       395
  4814    14    61   4.0  4815  4894     57419     11923     37395      1205       380
  4815    15    61   4.0  4816  4894     56419     12301     37205      1390       375
  4816    16    61   2.0  4737  4896     55669     12744     37015      1250        45
  4817    17    61   4.0  4818  4818     55255     12927     36815      1410         5
  4818    18    61   1.0  4819  4898     54630     12302     36625      1600         5
  4819    19    61   1.0  4740  4898     54380     12436     36435      1785         0
  4820    20    61   2.0  4740  4819     54355     12811     36240      1975         5
  4821    21    61   4.0  4740  4820     54863     13561     36045      2165        10
  4822    22    61   4.0  4742  4740     54968     14513     35770      2370        80
  4823    23    61   5.0  4742  4741     55574     15572     35575      2570        75
  4824    24    61   4.0  4663  4823     56339     16697     35355      2760       105
  4825    25    61   3.0  4744  4824     56917     17572     35155      2950       115
  4826    26    61   6.0  4665  4825     57986     18697     34885      3140       195
  4827    27    61   6.0  4747  4826     57526     20197     34530      3330       360
  4828    28    61   4.0  4667  4907     57357     20679     34330      3265       625
  4829    29    61   3.0  4748  4908     57647     21088     34130      3440       650
  4830    30    61   4.0  4752  4908     57724     21828     26585      3625      8010
  4831    31    61   6.0  4753  4830     56569     23078     26385      3815      8020
  4832    32    61   5.0  4753  4911     55322     24212     26190      3980      8050
  4833    33    61   4.0  4753  4912     54804     24478     25995      4160      8065
  4834    34    61   5.0  4756  4912     54566     25343     25715      4345      8160
  4835    35    61   6.0  4756  4913     53393     26667     25520      4525      8175
  4836    36    61   5.0  4757  4835     52570     28042     25310      4715      8195
  4837    37    61   4.0  4757  4836     52047     29167     25115      4905      8200
  4838    38    61   4.0  4839  4917     51366     30043     23570      5030      9620
  4839    39    61   3.0  4760  4917     50491     30704     23380      5215      9625
  4840    40    61   2.0  4760  4918     50056     31160     23185      5385      9650
  4841    41    61   3.0  4761  4840     50159     31785     22975      5575      9670
  4842    42    61   5.0  4681  4841     50770     32785     22775      5765      9680
  4843    43    61   4.0  4763  4842     50840     33910     22465      5955      9800
  4844    44    61   4.0  4764  4922     50634     34910     22245      6095      9880
  4845    45    61   4.0  4765  4844     50697     35910     21980      6285      9955
  4846    46    61   3.0  4766  4924     50396     36785     21680      6455     10085
  4847    47    61   6.0  4686  4846     51176     37910     21480      6645     10095
  4848    48    61   6.0  4687  4847     51764     39410     21240      6835     10145
  4849    49    61   6.0  4769  4767     51432     40825     20920      7510      9790
  4850    50    61   5.0  4691  4768     50746     42060     20640      7710      9870
  4851    51    61   5.0  4771  4770     50510     42896     20440      7990      9790
  4852    52    61   5.0  4772  4772     50562     43779     20230     10305      7685
  4853    53    61   4.0  4772  4772     50846     44063     20035     10500      7685
  4854    54    61   6.0  4772  4772     52077     45294     19840     10695      7685
  4855    55    61   6.0  4694  4694     52445     46256     19390     10995      7835
  4856    56    61   3.0  4776  4776     51920     46245     12695     11210     14315
  4857    57    61   5.0  4777  4776     52135     46929     11440     11405     15375
  4858    58    61   4.0  4699  4777     51601     47611     10185     11610     16425
  4859    59    61   4.0  4779  4777     51365     48418      9985     11805     16430
  4860    60    61   4.0  4781  4778     51124     49418      9640     12005     16575
  4861    61    61   4.0  4781  4860     50695     50418      9445     12195     16580
  4862    62    61   4.0  4703  4861     50598     51418      9175     12385     16660
  4863    63    61   4.0  4704  4862     50223     52418      8955     12575     16690
  4864    64    61   4.0  4784  4863     49987     53418      8755     12765     16700
  4865    65    61   4.0  4866  4864     49900     54418      8355     12955     16910
  4866    66    61   2.0  4707  4945     49150     54908      8165     13120     16935
  4867    67    61   2.0  4787  4866     48973     55408      7965     13310     16945
  4868    68    61   4.0  4707  4867     49429     56158      7765     13500     16955
  4869    69    61   4.0  4789  4868     49705     57158      7520     13690     17010
  4870    70    61   3.0  4789  4949     50004     57860      7325     13855     17040
  4871    71    61   4.0  4792  4870     50386     58735      6415     14045     17760
  4872    72    61   3.0  4713  4871     49589     59610      6215     14235     17770
  4873    73    61   3.0  4793  4951     49287     60092      6015     14400     17805
  4874    74    61   2.0  4713  4873     49309     60717      5815     14590     17815
  4875    75    61   4.0  4794  4874     50048     61467      5615     14780     17825
  4876    76    61 999.0     0     0  99999999  99999999         0         0     99999
  4877    77    61 999.0     0     0  99999999  99999999         0         0     99999
  4878    78    61   5.0  4798  4958     53189     66188      4735     15320     18165
  4879    79    61   5.0  4718  4957     53439     66593      4535     15510     18175
  4880    80    61   4.0  4799  4958     53954     67438      4335     15690     18195
  4881     1    62   2.0  4962  4961     66974     13425     39245      -470       555
  4882     2    62   7.0  4964  5043     66522     13763     39210      -325       665
  4883     3    62   5.0  4965  4964     65183     12757     39060      -280       560
  4884     4    62   4.0  4965  5045     64253     12087     38885      -115       550
  4885     5    62   6.0  4966  4966     63487     11677     38715        20       515
  4886     6    62   5.0  4967  4966     62927     11123     38550       195       525
  4887     7    62   3.0  4968  5046     62148     11145     38395       365       540
  4888     8    62   3.0  4969  4968     61685     11489     38245       315       340
  4889     9    62   4.0  4970  5050     61047     11106     38080       415       275
  4890    10    62   4.0  4972  4970     60359     10790     37980       585       345
  4891    11    62   4.0  4973  4971     59594     10777     37810       715       305
  4892    12    62   4.0  4973  4972     58854     10880     37635       865       280
  4893    13    62   4.0  4975  4973     58230     10883     37485      1030       295
  4894    14    62   3.0  4895  4973     57381     11048     37330      1205       315
  4895    15    62   4.0  4896  4973     56506     11810     37150      1380       310
  4896    16    62   2.0  4977  4977     55756     12244     36970      1250         0
  4897    17    62   4.0  4819  4977     55358     12277     36805      1425        10
  4898    18    62   1.0  4819  4977     54764     12052     36620      1600         0
  4899    19    62   3.0  4819  4977     54880     12490     36435      1775        10
  4900    20    62   3.0  4820  4819     54980     13158     36240      1970        10
  4901    21    62   5.0  4820  4819     55592     13973     36055      2155        10
  4902    22    62   4.0  4822  4981     55968     14869     35770      2230       220
  4903    23    62   5.0  4742  4821     56483     15936     35580      2535       105
  4904    24    62   4.0  4823  4822     57164     17028     35390      2740        90
  4905    25    62   4.0  4744  4983     57686     17806     35160      2745       315
  4906    26    62   4.0  4825  4984     58201     18681     34970      2915       335
  4907    27    62   3.0  4828  4986     58625     19411     34515      3080       625
  4908    28    62   3.0  4828  4986     58232     20012     34330      3255       635
  4909    29    62   3.0  4748  4908     58340     20762     34135      3435       650
  4910    30    62   4.0  4911  4909     57620     21637     26545      3615      8060
  4911    31    62   4.0  4912  4910     56620     22637     26365      3795      8060
  4912    32    62   2.0  4753  4911     55870     23387     26185      3975      8060
  4913    33    62   3.0  4833  4912     55679     24012     25995      4155      8070
  4914    34    62   5.0  4835  4913     55337     25012     25705      4335      8180
  4915    35    62   6.0  4836  4914     54530     26387     25495      4515      8210
  4916    36    62   6.0  4757  4995     53687     27414     25305      4670      8245
  4917    37    62   5.0  4839  4995     52727     28468     23750      4845      9625
  4918    38    62   4.0  4839  4996     51728     29483     23565      5015      9640
  4919    39    62   3.0  4840  4997     50955     30314     23370      5185      9665
  4920    40    62   3.0  4840  4919     50681     31064     23185      5365      9670
  4921    41    62   4.0  4841  4920     51034     31939     22975      5545      9700
  4922    42    62   3.0  4841  4921     51266     32814     22790      5725      9705
  4923    43    62   4.0  4843  4922     51840     33689     22465      5905      9850
  4924    44    62   4.0  4844  4923     51634     34689     22245      6085      9890
  4925    45    62   4.0  4766  5003     51617     35560     21870      6250     10100
  4926    46    62   6.0  4846  4925     51521     36810     21680      6430     10110
  4927    47    62   6.0  4846  4926     52033     38310     21495      6610     10115
  4928    48    62   5.0  4767  4846     52999     39580     21250      6825     10145
  4929    49    62   7.0  4850  4928     52851     41080     20825      7005     10390
  4930    50    62   5.0  4850  4929     51996     42580     20640      7185     10395
  4931    51    62   5.0  4851  4849     51760     43759     20440      7880      9900
  4932    52    62   7.0  4852  4851     52062     44986     20230      8175      9815
  4933    53    62   5.0  4772  4772     51937     45154     20040     10495      7685
  4934    54    62   5.0  4853  4853     52468     45685     19850     10685      7685
  4935    55    62   5.0  4856  4853     53349     46858     12880     10870     14470
  4936    56    62   3.0  4856  4856     52670     46995     12695     11210     14315
  4937    57    62   4.0  4858  4856     53030     47498     10370     11395     16455
  4938    58    62   4.0  4779  4856     52601     48481     10175     11580     16465
  4939    59    62   4.0  4859  4858     52365     49025      9985     11795     16440
  4940    60    62   4.0  4781  4859     51931     49832      9635     11990     16595
  4941    61    62   4.0  4861  4859     51695     50654      9445     12175     16600
  4942    62    62   5.0  4783  4941     51598     51779      9155     12355     16710
  4943    63    62   4.0  4784  4861     51223     52793      8945     12565     16710
  4944    64    62   3.0  4945  4862     50544     53514      8530     12755     16935
  4945    65    62   2.0  4866  4944     49919     54139      8350     12935     16935
  4946    66    62   4.0  4787  4945     49900     54889      8155     13115     16950
  4947    67    62   3.0  4867  4946     49598     55764      7965     13295     16960
  4948    68    62   3.0  4867  4866     49888     56305      7780     13490     16950
  4949    69    62   2.0  4869  4948     50455     56930      7520     13670     17030
  4950    70    62   4.0  4789  4949     50801     57680      7330     13850     17040
  4951    71    62   3.0  4872  4950     50649     58555      6400     14030     17790
  4952    72    62   2.0  4793  4951     50074     59180      6205     14210     17805
  4953    73    62   5.0  4873  5031     50287     60004      6015     14370     17835
  4954    74    62   5.0  4874  4953     50184     61254      5815     14550     17855
  4955    75    62   5.0  4874  4874     50577     61985      5630     14775     17815
  4956    76    62   4.0  4874  4874     51405     62813      5445     14960     17815
  4957    77    62   5.0  4956  4956     52530     63938      5265     15140     17815
  4958    78    62   4.0  4957  4957     53655     65063      5085     15320     17815
  4959    79    62   4.0  4879  4958     54564     66063      4535     15500     18185
  4960    80    62   3.0  4799  4959     54714     66938      4340     15680     18200
  4961     1    63   3.0  5042  5042     66434     12800     39165      -470       475
  4962     2    63   5.0  5044  5123     65690     12478     39070      -310       540
  4963     3    63   4.0  5045  5044     64632     11856     39020      -265       535
  4964     4    63   4.0  5046  5125     63727     11182     38860      -105       535
  4965     5    63   4.0  4966  5126     62808     10785     38710        35       525
  4966     6    63   2.0  5048  5046     62058     10248     38540       195       515
  4967     7    63   3.0  5048  5046     61560     10631     38375       360       515
  4968     8    63   3.0  5050  5048     61088     10739     38220       315       315
  4969     9    63   4.0  5051  5130     60448     10327     38070       425       275
  4970    10    63   3.0  5051  5050     59794      9915     37905       585       270
  4971    11    63   3.0  4972  5051     59153      9902     37800       715       295
  4972    12    63   3.0  4973  5052     58403     10005     37630       865       275
  4973    13    63   2.0  4974  5052     57778     10133     37460      1030       270
  4974    14    63   3.0  5056  4973     57153     10758     37290      1200       270
  4975    15    63   3.0  4976  4974     56414     11508     37135      1370       285
  4976    16    63   3.0  4977  5056     55664     11685     36965      1260         5
  4977    17    63   1.0  4898  5056     55164     11652     36795      1425         0
  4978    18    63   1.0  4898  4977     55014     11902     36620      1595         5
  4979    19    63   4.0  4898  4978     55632     12527     36445      1765        10
  4980    20    63   3.0  4900  5059     55730     12941     36240      1890        90
  4981    21    63   3.0  4900  5059     56071     13585     36065      2055       100
  4982    22    63   5.0  4981  4981     57071     14585     35895      2225       100
  4983    23    63   4.0  4822  4982     57343     15710     35590      2395       235
  4984    24    63   3.0  4903  4983     57897     16585     35405      2565       250
  4985    25    63   4.0  4904  4984     58562     17460     35215      2735       270
  4986    26    63   3.0  4825  4985     58873     18335     34975      2905       340
  4987    27    63   3.0  4828  4986     59173     19085     34510      3075       635
  4988    28    63   4.0  4908  4987     59107     19960     34330      3245       645
  4989    29    63   4.0  4990  4988     58826     20960     26705      3415      8100
  4990    30    63   4.0  4912  4989     57826     21960     26535      3585      8100
  4991    31    63   4.0  4912  4909     56961     22858     26360      3785      8075
  4992    32    63   4.0  4833  4991     56620     23858     26175      3955      8090
